ruleset,simulation_id,sim_type,roster,agent,mean_score,ci_halfwidth_score,win_rate_percent,ci_halfwidth_win_rate_percent,convergence_round,baseline_mean_random,delta_vs_random_mean,delta_vs_random_ci_low,delta_vs_random_ci_high,delta_vs_random_per_round,cliffs_delta_vs_random
baseline,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 1,81.0158,0.13126387280104268,0.0,0.019200623888327058,29,81.08605,-0.07025000000000148,-0.23073374999999885,0.08701000000000322,-0.0007025000000000147,0.00537725
baseline,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 2,81.1563,0.13050348181626248,0.0,0.019200623888327058,30,81.08605,0.07025000000000148,-0.09125625000000212,0.2294062499999981,0.0007025000000000147,0.017825
baseline,7,2v2,Random | Random | Leader Copier | Anti Copier,Leader Copier,80.2038,0.13009420993985543,0.0,0.019200623888327058,67,81.08605,-0.8822499999999991,-1.0343700000000033,-0.7203924999999998,-0.00882249999999999,-0.04695575
baseline,7,2v2,Random | Random | Leader Copier | Anti Copier,Anti Copier,124.7776,0.10055577539193905,100.0,0.019200623888326884,52,81.08605,43.69155000000001,43.56184875000001,43.831953750000004,0.43691550000000007,1.0
baseline,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,56.6161,0.14391434252528512,8.546666666666667,0.5480927643728608,38,56.62355,-0.007449999999998624,-0.1894099999999991,0.16646249999999754,-7.449999999998624e-05,-0.033035
baseline,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,56.631,0.14328093742344805,8.851666666666667,0.5568452071637184,38,56.62355,0.007449999999998624,-0.1678512499999945,0.18091125000000113,7.449999999998624e-05,-0.03103825
baseline,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,63.487,0.11316342147954117,82.53666666666666,0.7440822407055236,33,56.62355,6.86345,6.708968749999996,7.009412499999999,0.0686345,0.5182435
baseline,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,54.9182,0.09518432246313324,0.065,0.05349920286524851,27,56.62355,-1.7053500000000028,-1.8453574999999964,-1.5679887499999978,-0.017053500000000027,-0.1723345
baseline,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,80.7988,0.12357686345804098,0.0,0.019200623888327058,38,80.7966,0.002200000000001978,-0.14746874999999235,0.1552562499999954,2.2000000000019783e-05,-0.01276875
baseline,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,80.7944,0.1226566134654945,0.0,0.019200623888327058,39,80.7966,-0.002200000000001978,-0.15655124999999578,0.14920999999999363,-2.2000000000019783e-05,0.00192125
baseline,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,81.0762,0.07897563873221713,0.0,0.019200623888327058,46,80.7966,0.27960000000000207,0.16434749999999881,0.39860875000000173,0.0027960000000000207,0.04067325
baseline,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,124.7215,0.10198753229543911,100.0,0.019200623888326884,52,80.7966,43.92490000000001,43.79069625,44.06378,0.43924900000000006,1.0
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,91.1887,0.12883152130552844,0.0,0.019200623888327058,43,91.2288,-0.04010000000000957,-0.18922374999999966,0.11615625000000446,-0.0004010000000000957,0.0029845
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,91.2689,0.12762720696075291,0.0,0.019200623888327058,46,91.2288,0.04009999999999536,-0.10567874999999738,0.2029762500000013,0.00040099999999995364,-0.0186215
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,50.2789,0.0996326026724077,0.0,0.019200623888327058,28,91.2288,-40.94990000000001,-41.078923749999994,-40.81185875,-0.40949900000000006,-0.99999975
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,124.6669,0.08978563581609933,100.0,0.019200623888326884,54,91.2288,33.43809999999999,33.31547875,33.56593625,0.33438099999999993,0.99998775
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,58.1949,0.40724634834117523,73.62583333333333,0.8635771081086041,65,43.044,15.1509,14.660857500000006,15.624127499999998,0.151509,0.40573475
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,53.8851,0.34611362548736935,22.5075,0.8184690596948235,79,43.044,10.841100000000004,10.425597499999997,11.266237499999997,0.10841100000000005,0.34757975
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,46.5628,0.33570811848465354,0.019166666666666665,0.033230471166916006,74,43.044,3.518800000000006,3.1129925,3.9163100000000064,0.03518800000000006,0.100216
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,43.044,0.21691109477512782,3.8475,0.3773304589541192,29,43.044,0.0,-0.3202024999999999,0.31394749999999666,0.0,0.0082025
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,82.3361,0.10173784204560832,0.0,0.019200623888327058,54,70.6985,11.637600000000006,11.479495000000002,11.795922500000003,0.11637600000000006,0.84447675
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,82.5182,0.07430883491979046,0.0,0.019200623888327058,48,70.6985,11.819699999999997,11.678190000000004,11.965410000000002,0.11819699999999997,0.887774
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,128.0058,0.0927015838657681,100.0,0.019200623888326884,59,70.6985,57.3073,57.15339499999999,57.456305,0.5730729999999999,1.0
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,70.6985,0.11906461670007218,0.0,0.019200623888327058,39,70.6985,0.0,-0.1720124999999971,0.16930500000000667,0.0,-0.00435125
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,100.4438,0.1097491091006475,0.01,0.027431561810863744,68,65.7139,34.7299,34.56404750000001,34.88922,0.347299,0.99999
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,51.1465,0.08938355913759466,0.0,0.019200623888327058,39,65.7139,-14.567399999999992,-14.721204999999996,-14.414984999999993,-0.14567399999999991,-0.94263275
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,118.965,0.08411806900394936,99.99,0.02743156181086448,62,65.7139,53.25110000000001,53.111197499999996,53.394502499999994,0.5325110000000001,1.0
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,65.7139,0.1216225363120742,0.0,0.019200623888327058,51,65.7139,0.0,-0.16952749999999953,0.17352499999999033,0.0,0.02211525
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,71.3337,0.09072172194801453,0.0,0.019200623888327058,24,55.4863,15.847399999999993,15.693492499999994,16.01350250000001,0.15847399999999992,0.958678
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,63.9229,0.08344806347294309,0.0,0.019200623888327058,36,55.4863,8.436599999999999,8.28489,8.598802499999998,0.08436599999999998,0.72578575
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,105.711,0.07301326664621399,100.0,0.019200623888326884,38,55.4863,50.2247,50.0871875,50.3800175,0.502247,1.0
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,55.4863,0.1224987745734083,0.0,0.019200623888327058,40,55.4863,0.0,-0.1724049999999961,0.18432750000000023,0.0,-0.01492975
baseline,15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Leader Copier,16.9994,0.2888296029766657,1.624166666666666,0.24839914554308784,,nan,nan,nan,nan,nan,nan
baseline,15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Self Copier,14.2828,0.23745066406959658,2.2425,0.29072325357187634,,nan,nan,nan,nan,nan,nan
baseline,15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Frequency Copier,12.1229,0.2053105082024107,1.2091666666666663,0.21499557850743878,,nan,nan,nan,nan,nan,nan
baseline,15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Anti Copier,22.75,0.3827971043598808,94.92416666666666,0.430490668844985,,nan,nan,nan,nan,nan,nan
no_rule1_pairs,1,1v3,Random | Random | Random | Leader Copier,Random 1,41.0904,0.09762867803515718,23.9125,0.8359359553269607,42,41.07063333333333,0.019766666666669153,-0.09140250000000005,0.13347416666667047,0.00019766666666669154,0.00228825
no_rule1_pairs,1,1v3,Random | Random | Random | Leader Copier,Random 2,41.0373,0.09750243231050604,23.93083333333333,0.8361554731421861,41,41.07063333333333,-0.03333333333333144,-0.14277416666666679,0.07411916666666787,-0.0003333333333333144,-0.002935
no_rule1_pairs,1,1v3,Random | Random | Random | Leader Copier,Random 3,41.0842,0.09742832791239664,24.604166666666664,0.8440723238676464,41,41.07063333333333,0.013566666666669391,-0.0982391666666663,0.12843833333333357,0.0001356666666666939,-0.00015375
no_rule1_pairs,1,1v3,Random | Random | Random | Leader Copier,Leader Copier,41.5573,0.09439966455968118,27.552500000000002,0.8755600236773131,34,41.07063333333333,0.4866666666666646,0.37762666666666184,0.5951633333333295,0.004866666666666646,0.04750925
no_rule1_pairs,2,1v3,Random | Random | Random | Self Copier,Random 1,41.1102,0.09688726176202067,25.606666666666666,0.8553468230993233,41,41.06466666666667,0.04553333333333143,-0.06900583333333579,0.15847666666666912,0.0004553333333333143,0.0055925
no_rule1_pairs,2,1v3,Random | Random | Random | Self Copier,Random 2,41.0528,0.0961255967389576,24.683333333333334,0.8449847371274799,41,41.06466666666667,-0.0118666666666698,-0.12300666666666427,0.09913500000000094,-0.00011866666666669801,-0.01044375
no_rule1_pairs,2,1v3,Random | Random | Random | Self Copier,Random 3,41.031,0.09786021477803786,24.788333333333334,0.8461889813770398,40,41.06466666666667,-0.03366666666666873,-0.147014166666672,0.08053500000000166,-0.0003366666666666873,-0.017497
no_rule1_pairs,2,1v3,Random | Random | Random | Self Copier,Self Copier,41.1091,0.09684787960347307,24.921666666666663,0.847708520109125,42,41.06466666666667,0.04443333333333044,-0.06950250000000491,0.15822083333333398,0.00044433333333330436,-0.002326
no_rule1_pairs,3,1v3,Random | Random | Random | Frequency Copier,Random 1,41.5974,0.1012422654325249,33.97,0.928112544580223,40,41.58043333333333,0.016966666666668573,-0.09610416666666541,0.1378691666666606,0.00016966666666668573,0.02566425
no_rule1_pairs,3,1v3,Random | Random | Random | Frequency Copier,Random 2,41.5565,0.10035511863489432,33.21,0.9229399079221157,41,41.58043333333333,-0.02393333333333203,-0.148925833333338,0.09376666666666722,-0.0002393333333333203,0.0062865
no_rule1_pairs,3,1v3,Random | Random | Random | Frequency Copier,Random 3,41.5874,0.10185262471667045,32.82,0.9201806968168691,42,41.58043333333333,0.006966666666670562,-0.11013583333333017,0.12558583333332957,6.966666666670562e-05,0.0337015
no_rule1_pairs,3,1v3,Random | Random | Random | Frequency Copier,Frequency Copier,9.1683,0.05688667442934481,0.0,0.019200623888327058,28,41.58043333333333,-32.41213333333333,-32.49460166666667,-32.33269583333334,-0.3241213333333333,-1.0
no_rule1_pairs,4,1v3,Random | Random | Random | Anti Copier,Random 1,40.4655,0.09067950157979965,0.0,0.019200623888327058,41,40.449333333333335,0.016166666666663332,-0.0918583333333336,0.1242358333333362,0.0001616666666666333,-0.009053
no_rule1_pairs,4,1v3,Random | Random | Random | Anti Copier,Random 2,40.4378,0.08931668120446545,0.0,0.019200623888327058,40,40.449333333333335,-0.011533333333332507,-0.11867583333332928,0.08590833333333552,-0.00011533333333332507,-0.011163
no_rule1_pairs,4,1v3,Random | Random | Random | Anti Copier,Random 3,40.4447,0.09036358347181306,0.0,0.019200623888327058,40,40.449333333333335,-0.00463333333333793,-0.10701166666666602,0.0996400000000033,-4.63333333333793e-05,-0.04006675
no_rule1_pairs,4,1v3,Random | Random | Random | Anti Copier,Anti Copier,82.2327,0.0794469837254752,100.0,0.019200623888326884,53,40.449333333333335,41.78336666666666,41.68524333333334,41.87679083333334,0.4178336666666666,1.0
no_rule1_pairs,5,2v2,Random | Random | Leader Copier | Self Copier,Random 1,41.2203,0.1057253824677673,28.936666666666667,0.8886642242072196,49,41.2758,-0.055499999999995,-0.1836925000000001,0.08065624999999856,-0.00055499999999995,-0.00854875
no_rule1_pairs,5,2v2,Random | Random | Leader Copier | Self Copier,Random 2,41.3313,0.10644530607691394,29.485,0.893574708513023,53,41.2758,0.0555000000000021,-0.07092000000000187,0.18670875000000176,0.0005550000000000211,0.00410975
no_rule1_pairs,5,2v2,Random | Random | Leader Copier | Self Copier,Leader Copier,42.9222,0.1638479528225787,34.413333333333334,0.9310066727224786,52,41.2758,1.6463999999999999,1.464493750000001,1.8278212499999964,0.016464,0.037824
no_rule1_pairs,5,2v2,Random | Random | Leader Copier | Self Copier,Self Copier,40.5529,0.11522642754062673,7.164999999999999,0.5056692404003429,71,41.2758,-0.7228999999999957,-0.8575112500000015,-0.5852375000000021,-0.007228999999999957,-0.10307625
no_rule1_pairs,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 1,36.331,0.10202915274097535,23.44,0.8302047439985694,32,36.32085,0.01015000000000299,-0.11680500000000489,0.13040000000000163,0.0001015000000000299,0.01271125
no_rule1_pairs,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 2,36.3107,0.10209150386705801,23.335,0.8289117198797574,33,36.32085,-0.01015000000000299,-0.13599999999999585,0.11416874999999507,-0.0001015000000000299,0.006337
no_rule1_pairs,6,2v2,Random | Random | Leader Copier | Frequency Copier,Leader Copier,38.7747,0.08857201187708341,53.225,0.9777723448605058,50,36.32085,2.4538500000000028,2.3363962499999977,2.5646049999999985,0.02453850000000003,0.29678675
no_rule1_pairs,6,2v2,Random | Random | Leader Copier | Frequency Copier,Frequency Copier,5.6306,0.04657674467002604,0.0,0.019200623888327058,23,36.32085,-30.69025,-30.77416375,-30.601997499999996,-0.30690249999999997,-1.0
no_rule1_pairs,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 1,39.7183,0.09336435711649216,0.0,0.019200623888327058,39,39.75145,-0.033149999999999125,-0.14796249999999453,0.0796212499999991,-0.00033149999999999125,0.02993675
no_rule1_pairs,7,2v2,Random | Random | Leader Copier | Anti Copier,Random 2,39.7846,0.09395149252305401,0.0,0.019200623888327058,41,39.75145,0.033149999999999125,-0.0838262499999967,0.14807124999999785,0.00033149999999999125,0.03785125
no_rule1_pairs,7,2v2,Random | Random | Leader Copier | Anti Copier,Leader Copier,38.3882,0.08259830853000949,0.0,0.019200623888327058,38,39.75145,-1.3632500000000007,-1.4677587499999953,-1.2616362500000031,-0.013632500000000007,-0.11319525
no_rule1_pairs,7,2v2,Random | Random | Leader Copier | Anti Copier,Anti Copier,81.8056,0.0809504070896736,100.0,0.019200623888326884,52,39.75145,42.05415,41.95420000000001,42.160568749999996,0.4205415,1.0
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,31.7967,0.09426088514725706,50.42,0.9797772607221505,32,31.78195,0.014750000000002927,-0.10090249999999941,0.1312074999999997,0.00014750000000002928,-0.04167925
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,31.7672,0.09382709731481853,49.525000000000006,0.9797676177915743,32,31.78195,-0.014749999999999375,-0.12715499999999685,0.10266500000000046,-0.00014749999999999375,-0.03578675
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,12.0351,0.10241745232377397,0.055,0.049787150280450616,66,31.78195,-19.74685,-19.8633775,-19.626046249999998,-0.1974685,-0.991529
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,2.6205,0.034813016751978676,0.0,0.019200623888327058,37,31.78195,-29.16145,-29.2304525,-29.083045,-0.2916145,-1.0
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,39.8562,0.09008632951322681,0.0,0.019200623888327058,39,39.8366,0.01960000000000406,-0.08655250000000088,0.1260649999999992,0.0001960000000000406,0.02503925
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,39.817,0.088178949338662,0.0,0.019200623888327058,40,39.8366,-0.019599999999996953,-0.12850375000000228,0.0902499999999975,-0.00019599999999996953,0.000871
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,38.3462,0.08197509869472697,0.0,0.019200623888327058,41,39.8366,-1.490399999999994,-1.5903550000000009,-1.3811924999999998,-0.01490399999999994,-0.17804775
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,81.8296,0.0808923776041297,100.0,0.019200623888326884,52,39.8366,41.993,41.89359499999999,42.09598125,0.41993,1.0
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,44.396,0.09616869664949235,0.0,0.019200623888327058,43,44.3963,-0.0002999999999957481,-0.11345000000000027,0.11501125000000195,-2.999999999957481e-06,0.01840375
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,44.3966,0.09669524935298313,0.0,0.019200623888327058,43,44.3963,0.00030000000000285354,-0.11979999999999809,0.11820000000000164,3.0000000000285353e-06,0.0019865
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,10.9206,0.06033822147825951,0.0,0.019200623888327058,30,44.3963,-33.475699999999996,-33.56221875000001,-33.3904925,-0.33475699999999997,-0.99999975
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,85.23,0.07156827561013301,100.0,0.019200623888326884,52,44.3963,40.83370000000001,40.73630000000001,40.92915375,0.40833700000000006,1.0
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,39.6431,0.19995547869635288,84.64833333333333,0.7065398496678976,39,29.3796,10.263499999999997,10.044397499999995,10.48742,0.10263499999999998,0.622297
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,24.831,0.12415521183543987,10.463333333333335,0.5999944700467108,,29.3796,-4.5486,-4.7105049999999995,-4.390992500000002,-0.045486000000000006,-0.40653875
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,0.6185,0.01737046938227793,0.0,0.019200623888327058,36,29.3796,-28.7611,-28.8635425,-28.661089999999998,-0.287611,-1.0
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,29.3796,0.09972547153130762,4.888333333333334,0.422897049870246,24,29.3796,0.0,-0.1339424999999971,0.1320124999999978,0.0,0.01584225
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,33.9672,0.0780269795792421,0.0,0.019200623888327058,27,36.7775,-2.810300000000005,-2.9284324999999964,-2.7023699999999975,-0.02810300000000005,-0.34922425
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,33.7592,0.08118028231363184,0.0,0.019200623888327058,36,36.7775,-3.0183000000000035,-3.136802500000001,-2.902692499999996,-0.030183000000000036,-0.379267
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,79.3202,0.08437413020314466,100.0,0.019200623888326884,50,36.7775,42.542699999999996,42.4169,42.65951000000001,0.42542699999999994,1.0
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,36.7775,0.08939807765622731,0.0,0.019200623888327058,37,36.7775,0.0,-0.12429999999999826,0.12402000000000217,0.0,-0.00391575
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,42.647,0.08686572113273883,0.0,0.019200623888327058,38,35.047,7.600000000000001,7.479297500000002,7.730209999999997,0.07600000000000001,0.77221775
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,3.9059,0.04045713126430739,0.0,0.019200623888327058,22,35.047,-31.141099999999998,-31.234209999999997,-31.042685,-0.311411,-1.0
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,78.224,0.08636811947151557,100.0,0.019200623888326884,51,35.047,43.17700000000001,43.06039749999999,43.3038,0.43177000000000004,1.0
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,35.047,0.08842364923896184,0.0,0.019200623888327058,37,35.047,0.0,-0.12331500000000037,0.1240025000000024,0.0,0.0061205
no_rule1_pairs,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,7.1866,0.06156449249773832,0.0,0.019200623888327058,62,31.11,-23.9234,-24.0217025,-23.820085,-0.239234,-0.99999225
no_rule1_pairs,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,0.9071,0.01957420242652208,0.0,0.019200623888327058,40,31.11,-30.2029,-30.2835125,-30.121592500000002,-0.302029,-1.0
no_rule1_pairs,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,75.1677,0.08250959563741844,100.0,0.019200623888326884,40,31.11,44.0577,43.94699249999999,44.16870500000001,0.440577,1.0
no_rule1_pairs,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,31.11,0.07665286487907252,0.0,0.019200623888327058,32,31.11,0.0,-0.1043049999999985,0.10630750000000089,0.0,-0.0118425
no_rule1_pairs,15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Leader Copier,6.0294,0.0895327963576742,0.40499999999999997,0.125905653139594,,nan,nan,nan,nan,nan,nan
no_rule1_pairs,15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Self Copier,3.3058,0.04209004743721412,2.7449999999999997,0.32069795343692664,89,nan,nan,nan,nan,nan,nan
no_rule1_pairs,15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Frequency Copier,0.1966,0.00879532560429963,0.09,0.061808897100283665,33,nan,nan,nan,nan,nan,nan
no_rule1_pairs,15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Anti Copier,12.173,0.18304468513189676,96.76,0.3474352695873706,,nan,nan,nan,nan,nan,nan
no_rule2_prev_singleton,1,1v3,Random | Random | Random | Leader Copier,Random 1,42.1929,0.09633934465121996,25.355833333333333,0.8525822870366184,21,42.1698,0.023099999999999454,-0.08591250000000236,0.1317216666666687,0.00023099999999999456,-0.00224925
no_rule2_prev_singleton,1,1v3,Random | Random | Random | Leader Copier,Random 2,42.1273,0.09705018026537715,25.240833333333335,0.8513023387058907,21,42.1698,-0.04250000000000398,-0.15287666666666802,0.0677583333333349,-0.00042500000000003977,-0.01427625
no_rule2_prev_singleton,1,1v3,Random | Random | Random | Leader Copier,Random 3,42.1892,0.09673675125143433,24.684166666666666,0.8449943210949717,21,42.1698,0.01939999999999742,-0.09293666666666792,0.1358799999999982,0.0001939999999999742,-0.00799975
no_rule2_prev_singleton,1,1v3,Random | Random | Random | Leader Copier,Leader Copier,42.155,0.09605355239913393,24.71916666666667,0.8453964648820589,21,42.1698,-0.014800000000001035,-0.12250083333333564,0.09827916666666738,-0.00014800000000001035,-0.02086975
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 1,42.1435,0.09637805639363961,24.68,0.8449463970155182,21,42.1751,-0.03159999999999741,-0.14990250000000244,0.07713500000000248,-0.00031599999999997407,0.0050765
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 2,42.1749,0.09674609719513683,25.37333333333333,0.8527763714929901,21,42.1751,-0.00019999999999953388,-0.1093824999999999,0.10690166666666964,-1.9999999999953387e-06,-0.0078315
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Random 3,42.2069,0.09560917748848397,25.324999999999996,0.8522398855414837,21,42.1751,0.03179999999999694,-0.07574916666667235,0.13920333333333568,0.0003179999999999694,-0.01284675
no_rule2_prev_singleton,2,1v3,Random | Random | Random | Self Copier,Self Copier,42.1423,0.09711895123930248,24.621666666666663,0.8442743454447621,22,42.1751,-0.03280000000000172,-0.14415333333332914,0.08089999999999975,-0.0003280000000000172,-0.0012715
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 1,42.1699,0.09570705964412696,24.58083333333333,0.8438026698062345,21,42.1677,0.0021999999999948727,-0.10684250000000084,0.11401999999999705,2.1999999999948727e-05,-0.013574
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 2,42.1068,0.09758610042183591,25.474166666666665,0.8538911262852709,21,42.1677,-0.06090000000000373,-0.17047833333333617,0.05590333333333442,-0.0006090000000000372,0.0106115
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Random 3,42.2264,0.09551761529544933,25.2375,0.8512651211200442,21,42.1677,0.058699999999994645,-0.050467499999998465,0.17048333333332932,0.0005869999999999465,0.01749525
no_rule2_prev_singleton,3,1v3,Random | Random | Random | Frequency Copier,Frequency Copier,42.1153,0.09689747207432475,24.7075,0.8452625000244338,21,42.1677,-0.052400000000005775,-0.1651716666666644,0.05954750000000085,-0.0005240000000000577,-0.00559325
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 1,42.1695,0.0970210295924474,24.834999999999997,0.8467220469116299,21,42.19623333333333,-0.02673333333333261,-0.1375908333333383,0.09528166666666717,-0.0002673333333333261,0.01638775
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 2,42.2458,0.09731641316779616,25.631666666666668,0.855620321889522,21,42.19623333333333,0.049566666666670756,-0.06667500000000323,0.15773999999999952,0.0004956666666667076,0.0120235
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Random 3,42.1734,0.09654976511553315,25.005,0.8486527667179957,21,42.19623333333333,-0.02283333333333104,-0.13640916666666847,0.08638916666666999,-0.00022833333333331041,0.0110445
no_rule2_prev_singleton,4,1v3,Random | Random | Random | Anti Copier,Anti Copier,42.1367,0.09673597629242181,24.52833333333333,0.843194726636949,21,42.19623333333333,-0.059533333333334326,-0.17203333333333043,0.05067499999999803,-0.0005953333333333432,-0.0133305
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 1,22.1422,0.1524635988982439,2.8841666666666668,0.32846397342774764,66,22.1391,0.0030999999999998806,-0.19055250000000176,0.19672124999999976,3.099999999999881e-05,0.0113915
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Random 2,22.136,0.15218479642154037,2.684166666666666,0.3172361569317772,66,22.1391,-0.0030999999999998806,-0.196953750000001,0.18580750000000035,-3.099999999999881e-05,0.01538775
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Leader Copier,54.3455,0.12048454716423151,36.14416666666667,0.9414537741527729,48,22.1391,32.2064,32.046265000000005,32.364325,0.322064,0.98799825
no_rule2_prev_singleton,5,2v2,Random | Random | Leader Copier | Self Copier,Self Copier,54.3231,0.13040369617146297,58.2875,0.9662641076528478,48,22.1391,32.184,32.018733749999996,32.3511025,0.32183999999999996,0.98630125
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 1,23.8673,0.100683980044181,0.0,0.019200623888327058,34,23.8708,-0.0034999999999989484,-0.12621250000000073,0.11899999999999977,-3.499999999998949e-05,-0.0056305
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Random 2,23.8743,0.10104243346781416,0.0,0.019200623888327058,34,23.8708,0.003500000000002501,-0.1213549999999997,0.12995249999999742,3.500000000002501e-05,-0.0250465
no_rule2_prev_singleton,6,2v2,Random | Random | Leader Copier | Frequency Copier,Leader Copier,53.2095,0.09574915205667622,50.82,0.9796800924700699,30,23.8708,29.3387,29.2223,29.454856250000002,0.293387,0.999923
