ruleset,simulation_id,sim_type,roster,agent,w,eps,c,convergence_round
baseline,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,10,0.005,3,48
baseline,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,10,0.01,3,35
baseline,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,10,0.02,3,27
baseline,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,20,0.005,5,69
baseline,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,20,0.01,5,52
baseline,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,20,0.02,5,41
baseline,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,30,0.005,7,90
baseline,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,30,0.01,7,69
baseline,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,30,0.02,7,54
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,10,0.005,3,36
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,10,0.01,3,29
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,10,0.02,3,23
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,20,0.005,5,52
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,20,0.01,5,43
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,20,0.02,5,35
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,30,0.005,7,71
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,30,0.01,7,56
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,30,0.02,7,46
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,10,0.005,3,40
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,10,0.01,3,29
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,10,0.02,3,23
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,20,0.005,5,60
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,20,0.01,5,46
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,20,0.02,5,35
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,30,0.005,7,76
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,30,0.01,7,60
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,30,0.02,7,48
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,10,0.005,3,23
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,10,0.01,3,17
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,10,0.02,3,14
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,20,0.005,5,34
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,20,0.01,5,28
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,20,0.02,5,25
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,30,0.005,7,46
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,30,0.01,7,39
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,30,0.02,7,35
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,10,0.005,3,47
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,10,0.01,3,35
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,10,0.02,3,27
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,20,0.005,5,73
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,20,0.01,5,54
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,20,0.02,5,41
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,30,0.005,7,94
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,30,0.01,7,69
baseline,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,30,0.02,7,54
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,10,0.005,3,59
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,10,0.01,3,13
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,10,0.02,3,13
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,20,0.005,5,72
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,20,0.01,5,65
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,20,0.02,5,55
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,30,0.005,7,83
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,30,0.01,7,76
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,30,0.02,7,67
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,10,0.005,3,74
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,10,0.01,3,18
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,10,0.02,3,17
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,20,0.005,5,
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,20,0.01,5,79
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,20,0.02,5,64
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,30,0.005,7,
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,30,0.01,7,94
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,30,0.02,7,78
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,10,0.005,3,68
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,10,0.01,3,16
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,10,0.02,3,16
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,20,0.005,5,91
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,20,0.01,5,74
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,20,0.02,5,59
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,30,0.005,7,
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,30,0.01,7,89
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,30,0.02,7,74
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,10,0.005,3,22
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,10,0.01,3,20
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,10,0.02,3,18
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,20,0.005,5,63
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,20,0.01,5,29
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,20,0.02,5,28
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,30,0.005,7,75
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,30,0.01,7,63
baseline,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,30,0.02,7,37
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,10,0.005,3,49
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,10,0.01,3,34
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,10,0.02,3,26
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,20,0.005,5,70
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,20,0.01,5,54
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,20,0.02,5,42
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,30,0.005,7,89
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,30,0.01,7,69
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,30,0.02,7,54
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,10,0.005,3,44
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,10,0.01,3,32
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,10,0.02,3,25
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,20,0.005,5,61
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,20,0.01,5,48
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,20,0.02,5,39
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,30,0.005,7,77
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,30,0.01,7,62
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,30,0.02,7,51
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,10,0.005,3,52
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,10,0.01,3,39
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,10,0.02,3,31
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,20,0.005,5,83
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,20,0.01,5,59
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,20,0.02,5,46
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,30,0.005,7,
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,30,0.01,7,76
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,30,0.02,7,59
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,10,0.005,3,32
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,10,0.01,3,26
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,10,0.02,3,20
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,20,0.005,5,48
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,20,0.01,5,39
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,20,0.02,5,32
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,30,0.005,7,63
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,30,0.01,7,51
baseline,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,30,0.02,7,43
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,10,0.005,3,65
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,10,0.01,3,45
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,10,0.02,3,34
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,20,0.005,5,91
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,20,0.01,5,68
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,20,0.02,5,52
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,30,0.005,7,
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,30,0.01,7,87
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,30,0.02,7,66
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.005,3,33
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.01,3,26
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.02,3,17
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.005,5,53
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.01,5,39
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.02,5,31
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.005,7,70
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.01,7,53
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.02,7,43
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.005,3,55
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.01,3,39
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.02,3,30
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.005,5,80
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.01,5,62
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.02,5,45
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.005,7,
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.01,7,78
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.02,7,60
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.005,3,46
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.01,3,32
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.02,3,23
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.005,5,67
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.01,5,51
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.02,5,38
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.005,7,83
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.01,7,66
baseline,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.02,7,52
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,10,0.005,3,14
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,10,0.01,3,14
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,10,0.02,3,14
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,20,0.005,5,24
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,20,0.01,5,24
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,20,0.02,5,24
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,30,0.005,7,34
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,30,0.01,7,34
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,30,0.02,7,34
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.005,3,28
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.01,3,23
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.02,3,19
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.005,5,47
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.01,5,36
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.02,5,30
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.005,7,62
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.01,7,48
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.02,7,41
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.005,3,31
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.01,3,25
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.02,3,20
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.005,5,48
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.01,5,38
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.02,5,32
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.005,7,61
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.01,7,50
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.02,7,43
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.005,3,35
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.01,3,23
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.02,3,19
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.005,5,51
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.01,5,40
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.02,5,31
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.005,7,66
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.01,7,52
baseline,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.02,7,42
baseline,15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Leader Copier,10,0.005,3,
baseline,15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Leader Copier,10,0.01,3,
baseline,15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Leader Copier,10,0.02,3,95
baseline,15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Leader Copier,20,0.005,5,
